0610009L18Rik
Bhlhb9
Bhlhe22
Bhlhe40
Bicd1
Bicdl1
Bik
Birc5
Bmp1
Bmp7
Bmpr1a
Bmyc
Bnc2
Bnip1
Bnip3
Bod1
Bok
Bola1
Bop1
Bpgm
Brca2
Brdt
Brip1
Brix1
Bsn
Bspry
Bst2
Btbd11
Btla
Btnl2
Btnl9
Bub1b
Bvht
C030010L15Rik
C030037D09Rik
C130013H08Rik
C130036L24Rik
C130050O18Rik
C1qa
C1qb
C1qbp
C1qc
C1qtnf12
C1qtnf3
C1qtnf6
C1s1
C2
C230037L18Rik
C330011M18Rik
C330013E15Rik
C430042M11Rik
C4b
C630043F03Rik
C730034F03Rik
C920021L13Rik
Cabp4
Cachd1
Cacna1c
Cacna1s
Cacna2d1
Cacnb1
Cacnb3
Cad
Cadm1
Cald1
Calr
Calu
Camk4
Cand1
Capn15
Capns2
Caprin2
Car11
Car2
Car4
Car5b
Car7
Car9
Card10
Card11
Carmil2
Casc4
Casp12
Cav1
Cavin1
Cavin2
Cavin3
Cbfa2t3
Cbr2
Cbr4
Cbx5
Cbx7
Cby1
Ccdc106
Ccdc142os
Ccdc15
Ccdc151
Ccdc157
Ccdc184
Ccdc189
Ccdc28a
Ccdc34
Ccdc57
Ccdc58
Ccdc62
Ccdc69
Ccdc80
Ccdc92
Ccl1
Ccl11
Ccl12
Ccl17
Ccl2
Ccl22
Ccl3
Ccl4
Ccl5
Ccl6
Ccl7
Ccl8
Ccl9
Ccna2
Ccnb1
Ccnb2
Ccnd1
Ccnd2
Ccne1
Ccne2
Ccnf
Ccno
Ccr10
Ccr3
Ccr7
Ccr9
Ccrl2
Cct3
Cct5
Cct6a
Cct7
Cct8
Cd101
Cd14
Cd160
Cd163
Cd163l1
Cd2
Cd200
Cd209a
Cd209d
Cd209f
Cd22
Cd247
Cd27
Cd28
Cd300e
Cd320
Cd34
Cd36
Cd3d
Cd3g
Cd4
Cd40
Cd5
Cd55
Cd6
Cd63
Cd69
Cd7
Cd70
Cd72
Cd74
Cd79a
Cd79b
Cd81
Cd82
Cd83
Cd8a
Cd8b1
Cd9
Cd93
Cda
Cdc20
Cdc25a
Cdc25c
Cdc34
Cdc42bpa
Cdc42ep1
Cdc42ep5
Cdca2
Cdca3
Cdca5
Cdca7
Cdca7l
Cdca8
Cdh1
Cdh13
Cdh17
Cdh2
Cdk1
Cdk4
Cdkn1a
Cdkn2a
Cdkn2b
Cdkn2d
Cdkn3
Cdo1
Cdon
Cdr2
Cdr2l
Cdv3
Cdyl2
Ceacam1
Cebpd
Cebpe
Cela1
Celf4
Cenpa
Cenpe
Cenpf
Cenph
Cenpm
Cenpp
Cenpq
Cenpv
Cenpw
Cep104
Cep19
Cep295nl
Cep72
Cep97
Cercam
Cerkl
Ces1g
Cfap126
Cfap69
Cfap74
Cfh
Ch25h
Chac1
Chaf1a
Chchd10
Chchd6
Chd5
Chd6
Chdh
Chil3
Chka
Chrd
Chrnb1
Chst1
Chst10
Chst2
Chst3
Ciart
Cideb
Ciita
Cisd1
Cisd3
Cish
Cit
Ckap2
Ckap2l
Ckap4
Ckb
Cks1b
Cldn12
Clec10a
Clec11a
Clec12a
Clec1a
Clec2l
Clec4b1
Clec4e
Clec4n
Clip3
Clnk
Clpp
Clspn
Clu
Cluh
Cma1
Cmc2
Cmpk2
Cnn3
Cnpy2
Cnst
Cntf
Cntrob
Coa7
Coil
Col11a1
Col12a1
Col14a1
Col16a1
Col18a1
Col1a1
Col1a2
Col23a1
Col27a1
Col3a1
Col4a1
Col4a2
Col5a1
Col5a2
Col5a3
Col6a1
Col6a2
Col6a3
Col7a1
Col8a1
Col9a3
Colec12
Copz2
Coq2
Coq8a
Cox19
Cox6a2
Cp
Cpe
Cpm
Cpq
Cpxm1
Crabp1
Crabp2
Creb3l3
Creld2
Crip2
Crispld2
Crlf1
Crls1
Crmp1
Crocc
Cryab
Cryba4
Crybb1
Csf1
Csf2
Csgalnact1
Cspg5
Csrnp2
Cst3
Cst6
Cst7
Cstad
Cth
Ctla2a
Ctla2b
Ctla4
Ctsd
Ctse
Ctsf
Ctsl
Ctsw
Cttn
Cuedc1
Cul7
Cwc27
Cx3cl1
Cx3cr1
Cxadr
Cxcl1
Cxcl10
Cxcl12
Cxcl14
Cxcl16
Cxcl2
Cxcl3
Cxcl5
Cxcl9
Cxcr2
Cxcr3
Cxcr6
Cxxc5
Cyb5a
Cyb5r1
Cyb5r3
Cyhr1
Cyp1b1
Cyp2r1
Cyp4f17
Cyp51
Cyp7b1
Cysltr2
Cystm1
D030028A08Rik
D130017N08Rik
D130020L05Rik
D16Ertd472e
D330050G23Rik
D3Ertd751e
D430040D24Rik
D5Ertd605e
D630039A03Rik
D830050J10Rik
D930030I03Rik
D930048N14Rik
Dach1
Dand5
Dapl1
Dcbld1
Dclre1a
Dcn
Dctd
Dctpp1
Ddah2
Ddb2
Ddit3
Ddr1
Ddr2
Ddt
Ddx27
Ddx43
Dedd2
Dennd2d
Dennd6b
Depdc1b
Desi2
Dgat1
Dgat2
Dgcr8
Dhcr24
Dhfr
Dhrs9
Dhx58os
Dixdc1
Dkc1
Dkk2
Dkkl1
Dlg3
Dlg5
Dlgap5
Dll4
Dmkn
Dmpk
Dmrta1
Dmwd
Dnaaf2
Dnah8
Dnajb13
Dnajc21
Dnajc9
Dnase1l3
Dnm1
Dnmt3b
Dnmt3l
Dnph1
Dnttip2
Doc2g
Dock9
Dpep3
Dph5
Dpm3
Dppa3
Dpy30
Dpys
Dpysl3
Dqx1
Dst
Dtd1
Dtl
Dtna
Dtymk
Dus2
Dusp14
Dusp19
Dusp2
Dusp23
Dusp4
Dut
Dync2li1
Dyrk3
Dyrk4
Dzip1
E130308A19Rik
E130317F20Rik
E230001N04Rik
E230016M11Rik
E230032D23Rik
E2f2
E2f7
E330013P04Rik
Eaf2
Ear2
Ears2
Ebf1
Ebf3
Echdc2
Echdc3
Eci1
Ecm1
Ecm2
Ecscr
Eda2r
Edn1
Ednrb
Eef1d
Eepd1
Efcab9
Efemp2
Efhc1
Efna2
Efna5
Efnb3
Egf
Egr1
Egr2
Egr3
Ehd3
Eid2
Eid2b
Eif2s2
Eif3a
Eif3b
Eif4ebp1
Eif5a
Elmo3
Elovl4
Elovl7
Elp2
Eme1
Emid1
Eml1
Emp1
Emp2
Emx2
En1
Enah
Endou
Endov
Eng
Eno3
Enpp1
Enpp2
Enpp4
Enpp5
Entpd6
Eomes
Epas1
Epb41l3
Epb41l4a
Epb41l5
Epcam
Epdr1
Ephb3
Ephx3
Epn2
Epor
Eprs
Erc1
Ercc4
Ercc6l
Ereg
Erg28
Eri3
Esco2
Esf1
Espn
Esyt1
Etv1
Evc
Evc2
Exo1
Exoc3l4
Exog
Exosc4
Exosc7
Extl1
Eya2
F10
F13a1
F2rl1
F2rl3
F3
F630040K05Rik
F7
F730043M19Rik
F830016B08Rik
Faah
Faap100
Fabp4
Fabp5
Fads2
Fads3
Fads6
Fah
Fahd1
Fam129c
Fam160a1
Fam160a2
Fam161a
Fam171a1
Fam174b
Fam178b
Fam187b
Fam189b
Fam20a
Fam20c
Fam210b
Fam216a
Fam229b
Fam3b
Fam53b
Fam71b
Fam71e1
Fam78b
Fam83a
Fam83d
Fam83e
Fam83g
Fam83h
Fam98a
Fasl
Fasn
Fat1
Fbln2
Fbn1
Fbxl12os
Fbxl17
Fbxo17
Fbxo2
Fbxo32
Fbxo36
Fbxo44
Fbxo48
Fbxo5
Fbxw10
Fbxw7
Fcgrt
Fcna
Fcor
Fcrls
Fdps
Fen1
Fer
Ffar2
Fgf21
Fgf7
Fgfbp3
Fgfr1
Fgfrl1
Fhl2
Fignl1
Filip1l
Fkbp10
Fkbp11
Fkbp14
Fkbp4
Fkbp7
Fkbp9
Flicr
Flnb
Flnc
Flrt3
Flt1
Flt3l
Flt4
Flywch2
Fmc1
Fn1
Fnbp1l
Fndc7
Folr2
Fosb
Fosl1
Foxc1
Foxg1
Foxj1
Foxj2
Foxm1
Foxp3
Fpgs
Fpr1
Frat2
Fscn1
Fsd1l
Fsd2
Fstl1
Fstl3
Fut7
Fv1
Fxyd2
Fxyd7
Fzd2
Fzd4
Fzd6
G0s2
G430095P16Rik
Gaa
Gabarapl1
Gabrd
Gadd45b
Gadd45g
Gadd45gip1
Gal
Gale
Galk1
Galm
Galnt12
Galnt18
Galnt6
Gap43
Gar1
Gars
Gas1
Gas5
Gas6
Gata2
Gata3
Gatm
Gbp2
Gbp2b
Gbp5
Gbx1
Gcat
Gchfr
Gcsam
Gcsh
Gdap1l1
Gdf11
Gdf15
Gdf3
Gem
Gemin4
Gemin6
Gfer
Gfi1
Gfra2
Ggt1
Ghr
Gimap1
Gimap1os
Gimap3
Gimap4
Gimap5
Gimap6
Gimap7
Gimap9
Gins2
Gja1
Gjb4
Gjc1
Gldc
Gli3
Glrp1
Glrx5
Gm10037
Gm10125
Gm10138
Gm10244
Gm10501
Gm10505
Gm10522
Gm10658
Gm10762
Gm11131
Gm11423
Gm11714
Gm11816
Gm12253
Gm12359
Gm12454
Gm12602
Gm12655
Gm12689
Gm12708
Gm12758
Gm12932
Gm12992
Gm13056
Gm13199
Gm13203
Gm13391
Gm13470
Gm13496
Gm13546
Gm13713
Gm13822
Gm14010
Gm14029
Gm14154
Gm14167
Gm14207
Gm14636
Gm15056
Gm15270
Gm15283
Gm15473
Gm15503
Gm15518
Gm15634
Gm15708
Gm15747
Gm15787
Gm15952
Gm15956
Gm16008
Gm16062
Gm16096
Gm16104
Gm16253
Gm16283
Gm16287
Gm16315
Gm16556
Gm1673
Gm16754
Gm16845
Gm17066
Gm17092
Gm17173
Gm17251
Gm17435
Gm17455
Gm17484
Gm17501
Gm17745
Gm17767
Gm19412
Gm19585
Gm19610
Gm19684
Gm20005
Gm20069
Gm20627
Gm20632
Gm20655
Gm26542
Gm26571
Gm26586
Gm26797
Gm26902
Gm26917
Gm26935
Gm2694
Gm27042
Gm28347
Gm28557
Gm28809
Gm28935
Gm29156
Gm29170
Gm29243
Gm29340
Gm29361
Gm31105
Gm31597
Gm31718
Gm32051
Gm34342
Gm36266
Gm3716
Gm37170
Gm39090
Gm40117
Gm4189
Gm42067
Gm42418
Gm42517
Gm42595
Gm42997
Gm43254
Gm43514
Gm43848
Gm44053
Gm44275
Gm44867
Gm45051
Gm4841
Gm4890
Gm4951
Gm5129
Gm5141
Gm5617
Gm568
Gm5914
Gm8013
Gm807
Gm826
Gm8369
Gm8773
Gm8817
Gm9530
Gm9796
Gm9828
Gm9967
Gmds
Gmnn
Gmpr
Gna11
Gnal
Gnao1
Gnas
Gnb1l
Gnb4
Gne
Gng11
Gng3
Golga1
Gpatch4
Gpc4
Gpc6
Gpha2
Gphn
Gpihbp1
Gpld1
Gpm6b
Gpn3
Gpnmb
Gpr137c
Gpr153
Gpr161
Gpr174
Gpr18
Gpr19
Gpr65
Gpr68
Gpr84
Gprc5c
Gpt2
Gpx3
Gpx7
Gpx8
Gramd1c
Gramd2
Grap
Grasp
Grem1
Grhl1
Grwd1
Gsg1
Gss
Gsta4
Gstm1
Gstm2
Gstm5
Gsto1
Gsto2
Gstp3
Gstt1
Gstt2
Gstt3
Gtf2i
Guca1a
Gzf1
Gzma
Gzmb
Gzmc
Gzmf
Gzmk
Gzmm
H13
H19
H1f0
H2-Aa
H2-Ab1
H2-DMb1
H2-DMb2
H2-Eb1
H2-Eb2
H2-Oa
H2-Ob
H2-Q10
H2afv
H2afx
H2afy2
Habp4
Hapln4
Has2
Hat1
Hba-a1
Hbegf
Hc
Hcar2
Hcfc1r1
Hcst
Hdc
Hdgf
Hdgfl2
Hdhd3
Hells
Hemgn
Hemk1
Hepacam2
Herpud1
Hes1
Hexb
Hexim2
Hgh1
Hic2
Hid1
Hilpda
Hint1
Hirip3
Hist1h1a
Hist1h1b
Hist1h1d
Hist1h1e
Hist1h2ae
Hist1h2ao
Hist1h2ap
Hist1h2bb
Hist1h2bc
Hist1h2bj
Hist1h2bm
Hist1h3a
Hist1h3e
Hist1h3g
Hist1h3h
Hist1h4b
Hist1h4c
Hist1h4d
Hist1h4i
Hist2h2ab
Hist2h2ac
Hist2h2bb
Hist3h2ba
Hist4h4
Hk1os
Hlf
Hmces
Hmga2
Hmgb2
Hmgb3
Hmgcs1
Hmgn1
Hmgn3
Hmgxb3
Hmmr
Hmox1
Hmx2
Hnrnpab
Hopxos
Hormad2
Hoxa11
Hoxa3
Hoxa7
Hoxa9
Hoxb3
Hoxc10
Hoxc9
Hp
Hpgd
Hpgds
Hrh1
Hsd11b1
Hsd17b7
Hsf2bp
Hsp90ab1
Hsp90b1
Hspa12b
Hspa1a
Hspa1b
Hspa4l
Hspa5
Hspa9
Hspb1
Hspb6
Hspb7
Hspb8
Hspd1
Hspe1
Hspg2
Hsph1
Htra1
Htra4
Huwe1
Ica1
Icam2
Ick
Icos
Id1
Id2
Id3
Ier3
Ifi205
Ifi208
Ifi214
Ifi27
Ifi44
Ifih1
Ifit1
Ifit1bl1
Ifit2
Ifit3
Ifit3b
Ifitm1
Ifitm10
Ifitm6
Ifnb1
Ifnlr1
Ift27
Ift46
Ift88
Igf1
Igf2bp1
Igfbp3
Igfbp4
Igfbp6
Igfbp7
Igflr1
Igha
Ighd
Ighm
Ighmbp2
Igkc
Igsf23
Igsf3
Igsf9b
Igtp
Iigp1
Ikzf2
Ikzf3
Ikzf4
Il10
Il12rb1
Il13ra2
Il17rc
Il17rd
Il18bp
Il18r1
Il1a
Il1b
Il1r1
Il1r2
Il1rl1
Il1rn
Il2
Il23a
Il27
Il2ra
Il2rb
Il33
Il4i1
Il5
Il6
Il7r
Imp3
Impa2
Inca1
Incenp
Inhba
Inpp4b
Insl6
Ip6k2
Ipcef1
Ipo5
Iqcd
Iqck
Irak1bp1
Irf4
Irf8
Irgm1
Irx5
Isg20
Islr
Isoc2b
Itga1
Itga2
Itga2b
Itga8
Itgae
Itgb3
Itgb5
Itgb7
Itih5
Itk
Itm2a
Itpka
Izumo1r
Izumo4
Jade1
Jag2
Jam2
Jaml
Jazf1
Jcad
Jph1
Jrk
Jrkl
Jun
K230015D01Rik
Katnb1
Kazald1
Kbtbd11
Kbtbd6
Kcnd1
Kcne3
Kcng2
Kcnh2
Kcnip2
Kcnj10
Kcnj8
Kcnk5
Kcp
Kctd1
Kctd14
Kdelr3
Kdm8
Kdr
Khdc3
Kif11
Kif15
Kif18a
Kif20a
Kif20b
Kif21a
Kif2c
Kif4
Kifc1
Kitl
Klc3
Klf2
Klhdc8b
Klhl11
Klhl12
Klhl15
Klhl23
Klhl32
Klhl35
Klk1
Klk8
Klra1
Klra17
Klra3
Klra4
Klra5
Klra6
Klra7
Klra8
Klra9
Klrb1a
Klrb1b
Klrb1c
Klrc1
Klrd1
Klre1
Klrg1
Klri2
Klrk1
Kmo
Knstrn
Kntc1
Krba1
Kremen2
Krt83
Krtcap3
Ksr1
Ktn1
Kyat1
Kynu
L2hgdh
L3hypdh
Lactb
Lad1
Lag3
Lamb1
Lamb2
Lamb3
Lamc2
Lancl1
Lancl3
Laptm4b
Lars
Lars2
Lat
Lax1
Lbh
Lbx1
Lca5l
Lck
Lclat1
Lcmt2
Lcn2
Lcn4
Ldlrad4
Lgals1
Lgals7
Lhfp
Lhx6
Lhx8
Lif
Lig1
Lima1
Lins1
Lipg
Lix1l
Lmcd1
Lmf2
Lmna
Lmntd2
Lmo1
Lmo7
Lncpint
Lockd
Loxl1
Loxl4
Lpar1
Lpl
Lrg1
Lrig1
Lrp8
Lrr1
Lrrc24
Lrrc32
Lrrc51
Lrrc73
Lsm2
Lsm4
Ltb
Ltbp1
Ltbp2
Ltbp4
Ltc4s
Lurap1
Lurap1l
Ly6a
Ly6c1
Ly6c2
Ly6d
Ly6g5b
Ly6i
Ly75
Lynx1
Lyrm1
Lyrm7
Lysmd2
Lysmd4
Lyve1
Lyz1
Lyz2
Lyzl4
Lzts1
Lzts2
M1ap
Mad2l1
Mad2l1bp
Mafb
Maged1
Maged2
Magi1
Manbal
Maoa
Map1b
Map1lc3a
Map2
Map2k3os
Map3k4
Map3k9
Map7
Map9
Mapk11
Mapk12
Marcksl1
Mast4
Matn2
Mbd3
Mblac2
Mcemp1
Mcm10
Mcm2
Mcm3
Mcm4
Mcm5
Mcm6
Mcpt8
Mcrip2
Me1
Med31
Med9os
Medag
Mefv
Meikin
Meis1
Meis2
Metap1d
Metrn
Mettl27
Mettl9
Mfap3l
Mfap4
Mfge8
Mfsd7a
Mgl2
Mgll
Mgmt
Mgp
Mgst1
Mgst2
Mgst3
Mical2
Mid2
Miga1
Miga2
Mir155hg
Mir99ahg
Mirt1
Mirt2
Misp
Mki67
Mks1
Mlf1
Mlycd
Mmaa
Mmgt2
Mmp12
Mmp13
Mmp14
Mmp19
Mmp2
Mmp23
Mmp25
Mmp8
Mmp9
Mms22l
Mns1
Morc4
Mpzl1
Mrc1
Mrpl12
Mrpl16
Mrpl38
Mrpl55
Mrps34
Mrps35
Mrps6
Mrrf
Mrto4
Ms4a14
Ms4a4b
Ms4a4d
Ms4a7
Msantd1
Msh2
Msln
Msmo1
Msrb2
Msrb3
Mss51
Mt1
Mt2
Mt3
Mtap
Mtch1
Mtcl1
Mtdh
Mterf1b
Mterf2
Mtfp1
Mtfr1
Mtg1
Mthfd2
Mtmr7
Mturn
Mtx1
Muc1
Muc20
Mul1
Mustn1
Mvk
Mxd1
Mxd3
Mxra7
Mxra8
Mybbp1a
Mybl2
Myg1
Myh10
Myh3
Mylk
Myo10
Myo3b
Myom1
Mypopos
Mzb1
Naaa
Naalad2
Napsa
Nars
Nat8l
Nav3
Nbl1
Ncald
Ncam1
Nceh1
Nckap1
Nckap5
Ncl
Ncmap
Ncr1
Ndc80
Ndrg1
Ndrg4
Ndufaf2
Ndufaf4
Neat1
Neb
Nedd4
Nefh
Nek2
Nek3
Nenf
Neo1
Nes
Neto2
Neu3
Neurl1a
Nexn
Nfatc2ip
Nfatc4
Nfib
Nfix
Nfkbia
Nfkbib
Ngf
Nhp2
Nhs
Nhsl1
Nid1
Nid2
Ninj1
Ninj2
Nip7
Nipal1
Nkg7
Nlgn2
Nmb
Nmnat2
Nmral1
Nnmt
Nnt
Nob1
Noc3l
Nol12
Nolc1
Nop10
Nop14
Nop16
Nop58
Nos2
Nos3
Noxo1
Npat
Npdc1
Npl
Npm1
Npy
Nr2c1
Nr2f1
Nr2f2
Nr4a2
Nr4a3
Nradd
Nrbp2
Nrep
Nrg1
Nrn1
Nrp1
Nrp2
Nrtn
Nsg2
Nt5c3b
Nt5dc2
Nthl1
Ntmt1
Ntpcr
Ntrk3
Nuak1
Nudt1
Nudt12
Nudt17
Nudt8
Nup62
Nupl2
Nupr1
Nupr1l
Nusap1
Nxpe5
Nyap1
Oaf
Oasl1
Obsl1
Odc1
Ogfod2
Ogfod3
Ogn
Oip5
Olfml3
Olfr920
Olr1
Omd
Orc1
Orc5
Orc6
Oscp1
Osgin1
Osgin2
Osm
Osmr
Osr1
Osr2
Otx1
Oxld1
Oxsr1
P2rx7
P3h3
P3h4
P4ha2
P4ha3
P4htm
Pacsin3
Pafah1b3
Paip2b
Pak3
Palld
Paqr3
Paqr5
Pard3
Pard6a
Pard6b
Pard6g
Parva
Parvg
Patj
Pax5
Paxbp1
Pbk
Pbp2
Pbx4
Pcbp4
Pcdh19
Pcdh7
Pcdhb7
Pck2
Pclaf
Pcolce
Pcx
Pdcd1
Pdcd1lg2
Pdgfc
Pdgfra
Pdgfrb
Pdlim1
Pdlim2
Pdp2
Pdpr
Pdzd4
Pdzk1ip1
Pecam1
Peg13
Penk
Perp
Pex11a
Pex11g
Pex26
Pex6
Pf4
Pgbd5
Pgf
Pglyrp2
Pgp
Phactr1
Phc1
Phex
Phf11c
Phf11d
Phf21b
Phgdh
Phkg1
Phlda3
Phtf1os
Pianp
Pif1
Pigo
Pik3ip1
Pik3r3
Pim2
Pimreg
Pitx1
Pkd1
Pkia
Pkp3
Pkp4
Pla2g12a
Pla2g4b
Pla2g4f
Pla2g6
Pla2r1
Plac8
Plagl1
Plat
Platr22
Platr3
Plcd1
Plcl1
Plcxd1
Plcxd2
Plec
Plekha4
Plekhf1
Plekhh2
Plekhh3
Plet1
Plk1
Plk2
Plk4
Pllp
Plod2
Plpp1
Plpp3
Plpp7
Pls3
Plscr2
Pltp
Plxdc2
Plxna4
Plxna4os1
Pmepa1
Pmf1
Pmm1
Pmp22
Pmvk
Pnp
Pnp2
Podnl1
Pogz
Pold2
Pole
Polr2e
Polr2h
Polr3h
Pomc
Pop5
Popdc2
Postn
Pou3f1
Pou6f1
Pparg
Ppbp
Ppcs
Ppef2
Ppfia3
Ppfibp1
Ppic
Ppid
Ppie
Ppil1
Ppm1e
Ppm1j
Ppm1l
Ppp1r12b
Ppp1r13l
Ppp1r14a
Ppp1r14c
Ppp1r15a
Ppp1r27
Ppp2r3a
Ppp3cc
Prc1
Prdm15
Prdm5
Prdx4
Prelp
Prf1
Prg4
Prickle1
Prkab2
Prkcg
Prkg2
Prm3
Prnp
Procr
Prox2
Prpf40b
Prr11
Prr15
Prr5
Prrx1
Prrx2
Prss2
Prss27
Prss36
Prss50
Prtn3
Prx
Psat1
Psd3
Psmd7
Psmg2
Psmg3
Psph
Psrc1
Ptbp2
Ptges
Ptges2
Ptgfrn
Ptgs1
Ptgs2
Ptk2
Ptk7
Ptn
Ptp4a3
Ptpdc1
Ptpn13
Ptpn14
Ptpn3
Ptpn5
Ptprcap
Ptprg
Ptprk
Ptprn
Ptprs
Ptrh1
Ptrh2
Pxdn
Pycr1
Pyroxd2
Qprt
Qrfp
Qrsl1
Rab11fip2
Rab26
Rab27b
Rab30
Rab34
Rab36
Rab39b
Rab3ip
Rab4a
Rabggtb
Rac3
Rad51
Rad51b
Rad51c
Rae1
Ralgds
Ramp1
Ramp3
Ran
Ranbp1
Rapgef3
Rapgef4
Rapgef5
Rapgefl1
Rapsn
Rasal2
Rasd1
Rasgrf2
Rasip1
Rasl11a
Rassf8
Rbbp7
Rbfox2
Rbm3os
Rbp1
Rbp2
Rbpms2
Rcan1
Rcc1
Rcn1
Rcn3
Rd3
Rdh12
Rdh13
Recql4
Reep6
Rel
Relb
Rem2
Reps2
Retn
Retnla
Rexo1
Rfc4
Rflnb
Rgcc
Rgs1
Rgs16
Rhbdf1
Rhebl1
Rhoc
Rhod
Rhof
Rhpn1
Rida
Rilpl1
Rilpl2
Rin1
Ripk2
Rit1
Rnase4
Rnase6
Rnasel
Rnf113a1
Rnf144a
Rnf152
Rnf167
Rnf183
Rnf43
Rnft2
Rogdi
Ropn1l
Rora
Rpa1
Rpa2
Rpap1
Rpl39l
Rpl4
Rpl8
